Protocol,Domain,Path,Having_IP,URL_Length,Having_@_symbol,Redirection_//_symbol,Prefix_suffix_separation,Sub_domains,tiny_url,web_traffic,domain_registration_length,dns_record,statistical_report,age_domain,http_tokens,label
https,ay-transporte.com,/vr,0,0,0,0,1,0,0,2,2,0,0,2,0,1
https,qgjgm.maqluaw.cn,,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,pabloo0008.github.io,/freecookiecodesandi/,0,0,0,0,0,0,0,1,1,0,0,1,0,1
https,exclusividadmarzo3.com,/,0,0,0,0,0,0,0,1,2,0,1,2,0,1
https,lnkd.in,/euhR7uki,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https,www.games-defikindgoms.com,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,smbc.co.jp.hgyty.com,,0,0,0,0,0,1,0,1,1,0,0,0,0,1
https,anhduongjsc.com,/includes/libraries/fancybox/lib/security/Update/myaccount/settings/,0,1,0,0,0,0,0,2,2,0,0,2,0,1
http,in.deraya.org,/login-option.php,0,0,0,0,0,2,0,1,2,0,0,2,0,1
https,mondrive.xyz,/geo/fr/eur/inscription/5/index.php,0,2,0,0,0,0,0,1,2,0,1,2,0,1
https,recoverphrase327.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,activatedefiprotocol.com,/connect/v2/,0,0,0,0,0,0,0,1,1,0,1,0,0,1
https,metamaskverification.in,/,0,0,0,0,0,0,0,1,1,0,1,0,0,1
https,recoverphrase35.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,assistance-update.veriftru.com,/steps/card.php,0,0,0,0,1,2,0,1,1,0,0,0,0,1
https,recoverphrase98.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,bexwebmailupdate.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,preprod.meenyoo.com,/att/att-detail-Adjust/,0,0,0,0,0,0,0,1,1,0,1,0,0,1
http,questrades.com,/,0,0,0,0,0,0,0,1,1,0,1,0,0,1
https,backend.bhiflyk60414.xyz,/,0,0,0,0,0,0,0,1,1,0,1,0,0,1
https,quizzical-mcnulty.185-194-219-163.plesk.page,/,0,0,0,0,1,2,0,1,1,0,0,0,0,1
http,thevmc-secured-docs.gq,/adobe/email/security/,0,0,0,0,1,0,0,1,1,0,0,1,0,1
https,connecti-auonepay-jp.lb4neyw4.cn,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,claritysso.com,/wp-includes/asset/,0,1,0,0,0,0,0,2,2,0,0,2,0,1
https,liveappealforms.org,/forms/contact/main/13141059580129023.php,0,2,0,0,0,0,0,1,2,0,1,2,0,1
http,reviewbook.org,/OCWtxsEl7/neitcit/citi/index.php,0,2,0,0,0,0,0,1,1,0,0,0,0,1
http,92.204.144.8,/KOF/,1,0,0,0,0,2,0,1,1,0,0,0,0,1
https,recoverphrase326.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,recoverphrase496.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,vk.com,/away.php,0,1,0,0,0,2,0,0,2,0,0,2,1,1
https,www.stevemaddenshoe.net,/,0,0,0,0,0,0,0,1,2,0,0,2,0,1
http,to-ken.biz,/,0,0,1,0,1,0,0,1,0,0,0,2,0,1
http,albel.intnet.mu,/File/download_doc.php,0,0,0,0,0,2,0,2,0,0,0,0,0,1
https,mailgmxuuaktualisieren.yolasite.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,sunnylandingpages.com,/usroutput/themeset1_2022-03-20-18-51-02/,0,2,0,0,0,0,0,2,2,0,0,2,0,1
https,recoverphrase99.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,storageapi.fleek.co,/651c73d5-af71-4d2f-affb-c6df9fd320a6-bucket/index_gen_dsav.html,0,1,0,0,0,2,0,0,1,0,0,0,0,1
https,macst.cc,/ue/retailresearch.emirates.claim.gift-cards/Subscribe.html,0,2,0,0,0,1,0,1,1,0,0,0,0,1
http,good12345.tripod.com,/,0,0,0,0,0,0,0,1,1,0,0,2,0,1
https,sites.google.com,/view/messageriehtlmxccvsdfvf/accueil,0,2,0,0,0,0,0,0,2,0,0,2,0,1
https,recoverphrase391.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,cesaconstrucciones.com.ar,/ali,0,0,0,0,0,0,0,2,1,0,0,2,0,1
https,interbank-ingresa.web.app,/,0,0,0,0,1,0,0,2,1,0,0,0,0,1
http,katsem-free-vid.duckdns.org,/,0,0,0,0,1,0,0,1,1,0,0,1,0,1
https,jflkp.csb.app,/index.html,0,0,1,0,0,1,0,0,1,0,0,0,0,1
http,suppliers.bitshepherd.org,/wp-content/uploads/2020/10/cgi/toda/office.php,0,1,0,0,0,2,0,1,1,0,0,0,0,1
https,ikpumariana14.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,id.auone.jp.abcgg.shop,/,0,0,0,0,0,1,0,1,1,0,1,0,0,1
http,grup-dewasa-bok3p.xterbaru2022.my.id,/,0,0,0,0,1,2,0,2,1,0,0,0,0,1
https,tipromo.com,/spcm.nrn/nmdo.php,0,0,0,0,0,2,0,1,2,0,0,2,0,1
https,areyiuattyahooo.weebly.com,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,jasa-perjalanan-ade-dekat-65333.web.id,/,0,0,0,0,1,0,0,2,1,0,0,0,0,1
https,recoverphrase321.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,square-cake-1870.on.fleek.co,/,0,2,1,0,1,1,0,0,1,0,0,0,0,1
https,www.google.com,/url,0,1,0,0,0,2,1,0,2,0,0,0,1,1
https,www.fer-brooks.top,/h-user-LoginOrRegister.html,0,2,0,0,1,2,0,1,1,0,0,0,0,1
https,org-nr.yolasite.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,1
http,amosleh.com,/jrxst/login.php,0,1,0,0,0,1,0,1,1,0,0,0,0,1
https,sites.google.com,/view/dfghjhckuyf/home,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https,keadaancus.topijerami.workers.dev,/,0,0,0,0,0,2,0,1,1,0,0,0,0,1
https,recoverphrase19.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,keap.page,/egq767/update-online/landing-page.html,0,2,0,0,0,0,0,2,0,0,0,0,0,1
https,www.att-promotions.com,/shop/v1/,0,1,0,0,1,0,0,2,1,0,0,2,0,1
https,k12inc-my.sharepoint.com,/personal/jdonahue_k12_com/_layouts/15/WopiFrame.aspx,0,1,0,0,1,2,1,2,2,0,0,2,0,1
http,unrifled-harpoon.000webhostapp.com,/Comcast_Xfinity/Comcast_Xfinity/Comcast_Xfinity/Comcast_Xfinity/index.php,0,1,0,0,1,2,0,0,0,0,0,0,0,1
https,bobuleteam.cz,/west/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,sites.google.com,/view/cgnvzmx/att,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https,recoverphrase318.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,recoverphrase246.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,h5.hiflyk61571.top,/,0,0,0,0,0,0,0,1,2,0,0,2,0,1
https,vk.com,/away.php,0,1,1,0,0,1,0,0,2,0,0,2,1,1
https,pankcakeswap.cloud:443,/,0,0,0,0,0,0,0,2,1,0,1,1,0,1
https,linktr.ee,/appIesecure2021,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,jspqqtttxo.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,fanxtv.info,/ujk/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,igsolthermsolar.blogspot.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,1
https,linktr.ee,/millie5566,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,web-416b6.web.app,//,0,0,0,1,1,0,0,1,1,0,0,0,0,1
http,szsmartest.com,/.cha.htm,0,0,0,0,0,2,1,1,0,0,0,0,0,1
http,162.144.102.39,/dme.enir/narc.php,1,0,0,0,0,1,0,1,0,0,0,0,0,1
https,buralenergiasolar.blogspot.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,1
https,www.massaeoscri.icu,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,agent.cfhrjfw.top,/,0,0,0,0,0,0,0,1,2,0,0,2,0,1
https,correoargentino.dnsup.net,/MiCorreo/portal/58bcc/,0,2,0,0,0,0,0,1,1,0,0,0,0,1
https,reikreitel.blogspot.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,1
https,contact2acceptpoilcyverifingyouracceptancemailfullinbox.pages.dev,/,0,2,0,0,0,0,0,1,0,0,0,0,0,1
https,gbxff.jeinknc.cn,,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,www.uniswapfinancing.info,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,tinyurl.com,/BTinternet56,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https,inof-auoneo-jp.kaiijxl.cn,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,mestertignseekjet5.blogspot.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,1
http,viral-grup-resmi.duckdns.org,/FZxhmcjssKedelvaUFWl6s0/,0,2,0,0,1,0,0,1,1,0,0,1,0,1
https,recoverphrase68.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,sites.google.com,/view/gajiview/yahoo-com,0,0,0,0,0,0,0,0,2,0,0,0,0,1
http,grubviralterbaru2222.duckdns.org,/,0,0,0,0,0,0,0,1,1,0,0,1,0,1
https,kleffcollage.com,/spcm.nrn/nmdo.php,0,0,0,0,0,2,0,1,1,0,0,0,0,1
https,systems-bjoska.firebaseapp.com,,0,0,0,0,1,0,0,1,1,1,0,1,0,1
http,uv09s6357.riggearf.com,,0,0,0,0,0,0,0,2,2,0,0,2,0,1
http,dpasdasfasfasfas.pages.dev,/,0,0,0,0,0,0,0,1,0,0,0,0,0,1
https,digitalgrup-banproonline.com,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,withkoji.com,/@BT_INTERNET,0,0,1,0,0,0,0,0,1,0,0,0,0,1
https,my.forms.app,/form/6112452ca3f6e60d511bad0d,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https,go.ly,/yVKdg,0,0,0,0,0,0,0,2,0,0,0,0,0,1
https,pancake-swapp.com,/,0,0,0,0,1,0,0,1,2,0,0,2,0,1
https,cancel626196-binance-com.web.app,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,machineryzoneservice.com,/,0,0,0,0,0,0,0,1,2,0,0,2,0,1
http,stolizaparketa.ru,/wp-content/themes/twentyfifteen/css/read/chinavali/index.php,0,1,1,0,0,2,0,1,1,0,0,0,0,1
https,recoverphrase239.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,storage.cloud.google.com,/kkkqkl633qn6kq3lqssiiddnenen.appspot.com/index.html,0,1,1,0,0,1,1,0,2,0,0,2,0,1
https,www2.mstacsurueccs.icu,,0,0,0,0,0,0,0,1,1,0,1,0,0,1
https,josefstueble.de,/vr,0,0,0,0,0,0,0,2,1,0,0,1,0,1
http,chat-whatsapp-grupo-invitacion.blogspot.com,/,0,0,0,0,1,0,1,1,1,1,0,1,0,1
http,drmarciovaleriano.com.br,/wp-content/languages/plugins/DE-de/meine/7QwjPywOsZ19g3E1C/meine.Anmelden.php,0,1,0,0,0,1,0,1,1,0,0,2,0,1
https,paiirbobxairdrop.com,,0,0,0,0,0,0,0,1,2,0,1,2,0,1
http,syncdappconnect.com,/,0,0,0,0,0,0,1,1,1,0,0,2,0,1
https,georgiasmacna.com,/wp-admin/sign.php,0,1,1,0,0,2,0,2,2,0,0,2,0,1
http,ssisltd.ibuzzgroup.com,/.anjelo/ANGEL/MicrosoftAccount.html,0,2,0,0,0,1,0,2,0,0,1,0,0,1
https,www.brooks1914.top,/h-user-LoginOrRegister.html,0,2,0,0,0,2,0,1,1,0,0,0,0,1
https,dkksilaban.helpprotections.workers.dev,/,0,0,0,0,0,2,0,1,1,0,0,0,0,1
https,sites.google.com,/view/uzl2kop/,0,0,0,0,0,2,0,0,2,0,0,2,0,1
https,fi.uy,/djf7,0,0,0,0,0,0,0,1,1,0,0,1,0,1
https,magnetapp.live,/po.php,0,0,0,0,0,0,0,2,1,0,0,1,0,1
https,cancel626511-binance-com.web.app,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
http,mjaymvnlchrlbwjlcjizmxn0.filesusr.com,/html/c69417_3069841d505568614ed8bca153fc7adf.html,0,1,0,0,0,2,0,0,2,0,0,2,0,1
http,clubeamigosdopedrosegundo.com.br,/last/,0,0,0,0,0,0,0,1,1,0,0,2,0,1
https,ikpumariana48.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,recoverphrase309.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,sunnylandingpages.com,/usroutput/themeset1_2022-01-28-17-58-51/,0,2,0,0,0,0,0,2,2,0,0,2,0,1
http,user-polygon.com,,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,recoverphrase464.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,linktr.ee,/bttlee,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,secure303.inmotionhosting.com,/~shecks6/ss/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,sites.google.com,/view/watchingregard/accueil,0,0,0,0,0,0,0,0,2,0,0,2,0,1
https,3ck.me,/l73arA,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,www.brooks-forrunning.top,/h-user-LoginOrRegister.html,0,2,0,0,1,2,0,1,1,0,0,0,0,1
https,cutt.ly,/1ODTLmN,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https,sfr-mesfactures.app,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,docs.google.com,/forms/d/e/1FAIpQLSecK8-G3uM70IHW-AJFait5wHcec3QdowOBIZsWz8_-ET_JKQ/viewform,0,1,0,0,0,0,0,0,2,0,0,0,0,1
https,mymweb-owner.at.ua,/Email-LoginAccess.htm,0,0,0,0,1,2,0,1,1,0,1,2,0,1
https,www.my-arnazno-prime6-singin6.workers.dev,/,0,0,0,0,1,2,0,1,1,0,0,0,0,1
https,urwaxy.firebaseapp.com,/almx/index.html,0,2,1,0,0,1,0,1,1,1,0,1,0,1
https,recoverphrase365.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,reg.chaindaohang.com,/wp-content/uploads/2021/07/dhl/load.php,0,1,0,0,0,2,0,1,2,0,0,2,0,1
https,xsas.ugyjoad.cn,,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,sunnylandingpages.com,/usroutput/themeset1_2022-03-18-00-12-13/,0,2,0,0,0,0,0,2,2,0,0,2,0,1
https,lnkd.in,/edvVP6aX,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https,aushotel.es,/themes/js/web/web/Home/,0,0,0,0,0,0,0,1,1,0,0,1,0,1
https,recoverphrase87.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,recoverphrase80.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,t.co,/7NvaA7gSHn,0,2,0,0,0,0,1,0,1,0,0,0,0,1
https,recoverphrase335.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,e63q45f9h5fr.clickfunnels.com,/optine6507o5x,0,0,0,0,0,0,0,0,2,0,0,2,0,1
https,www.my.ts3card.com.vtacura.com,/client/login.php,0,2,0,0,0,1,0,1,2,0,0,2,0,1
http,stolizaparketa.ru,/wp-content/themes/twentyfifteen/css/read/chinavali/index.php,0,1,1,0,0,2,0,1,1,0,0,0,0,1
https,recoverphrase41.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,docs.google.com,/forms/d/e/1FAIpQLScMZyEcgBUucCfs_5E5axn9HPruZSkqmvsEeDM0XZ1qRqB5Vg/viewform,0,1,0,0,0,0,0,0,2,0,0,0,0,1
https,verifybydomiain4.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,cutt.ly,/PYQpTQE,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https,sites.google.com,/view/bt-voice1010010/bt-voicemesaage10120201002,0,1,0,0,0,0,0,0,2,0,0,0,0,1
https,docs.google.com,/forms/d/e/1FAIpQLScuTTyPbPh1iazuIs8aA6XVrLMAGwglMDcrrG8G2oYMsKvBvA/viewform,0,1,0,0,0,0,0,0,2,0,0,0,0,1
https,www.bnbchain.world,/en/balances,0,0,0,0,0,0,0,0,1,0,0,1,0,1
http,mednungtanpoudan-acvwe3.ga,/help_login.html,0,0,0,0,1,0,0,1,1,0,0,1,0,1
https,www.defilkigndoms.com,/,0,0,0,0,0,0,0,1,1,0,1,0,0,1
https,recoverphrase495.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,solicitudserviciodibus.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,spk-kundenberater2022.com,/sicher-einloggen,0,0,0,0,1,0,0,1,1,0,1,0,0,1
https,modulocefpjprotecao.com,/caixa/sinbc/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,serviciosbndigitales.com,/,0,0,0,0,0,0,0,1,1,0,0,2,0,1
http,askarmotorluaraclar.com,/wp-content/themes/dunag/index.html,0,2,0,0,0,0,0,1,1,0,0,0,0,1
http,mail.hfcfit.com,/forms/forms/form1.html,0,0,0,0,0,2,1,1,1,0,0,0,0,1
http,mjaymu1hetizmtl0aa.filesusr.com,/html/c69417_3069841d505568614ed8bca153fc7adf.html,0,1,0,0,0,2,0,0,2,0,0,2,0,1
https,www.ftxbonus.site,/,0,0,0,0,0,0,0,1,1,0,0,1,0,1
http,pancaekeswap.cloud,,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,u1616792.cp.regruhosting.ru,/,0,0,0,0,0,2,0,2,1,0,0,0,0,1
http,www.macezsceri.icu,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,reviewpasswords15.web.app,/,0,0,0,0,0,0,0,2,1,0,0,0,0,1
https,canclinicalaboratodental.laboratordental.repl.co,/,0,2,0,0,0,2,0,1,0,0,0,0,0,1
https,bnconacional.odoo.com,/,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https,linkr.bio,/vv06p6,0,0,0,0,0,0,0,0,1,0,0,1,0,1
https,aeon-ttxx.shop,,0,0,0,0,1,0,0,1,1,0,1,0,0,1
https,lbkbanprlntenetperu.com,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,h5.hiflyk12347.xyz,/,0,0,0,0,0,0,0,1,2,0,0,2,0,1
https,mtngifts2021.blogspot.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,1
https,reviewpasswords10.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,auto.kddl.com.irtyjfh.icu,/,0,0,0,0,0,1,0,1,1,0,1,1,0,1
https,dnodeapp.cf,/main/import/address.php,0,0,0,0,0,0,0,1,1,0,1,1,0,1
http,www.tebapit.com,/,0,0,0,0,0,0,1,2,2,0,1,2,0,1
https,bit.ly,/31cwTQd,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https,live-site.hopto.me,/,0,0,0,0,1,0,0,1,1,1,0,1,0,1
https,connecti-auonepay-jp.qgpiizd.cn,/login.php,0,1,0,0,1,2,0,1,1,0,0,0,0,1
https,bit.ly,/2ZAeE65,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https,competent-williamson.192-210-132-115.plesk.page,/IFL/YUK/ologin.php,0,2,0,0,1,1,0,1,1,0,0,0,0,1
http,creativecombat.com,/wp-admin/network/acct/login.php,0,1,0,0,0,1,1,1,2,0,0,2,0,1
https,accounts.google.com,/ServiceLogin,0,1,0,0,0,1,0,0,2,0,0,0,1,1
https,page.vilodata.workers.dev,/,0,0,0,0,0,2,0,1,1,0,0,0,0,1
http,video-smp-viral.duckdns.org,/,0,0,0,0,1,0,0,1,1,0,0,1,0,1
https,sites.google.com,/view/mycoinwallet/,0,0,0,0,0,0,0,0,2,0,0,2,0,1
http,www.ibpm.ru,/revslider/js/jquey/java/ndidi/dalu.php,0,2,0,0,0,2,0,1,1,0,0,0,0,1
http,www.slowlinebag.jp,/wp-content/cache/login/seerpaw/Piricularia_progenitive.html,0,1,0,0,0,2,0,1,1,0,0,1,0,1
https,recoverphrase390.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,sites.google.com,/view/apps-securite-ob/accueil,0,2,0,0,0,0,0,0,2,0,0,0,0,1
http,pinballfinder.org,/scafantri.html,0,0,0,0,0,0,0,2,2,0,0,2,0,1
https,agora-registrando-solucoes.com,/,0,0,0,0,1,0,0,2,1,0,0,0,0,1
https,firebasestorage.googleapis.com,/v0/b/outlook-4c0f2.appspot.com/o/books%2FWebmail.htm,0,1,1,0,0,1,1,0,1,1,0,1,0,1
http,lloydsbank.deregister-payee-secure-auth.com,/Login.php,0,2,0,0,1,2,0,1,2,0,0,2,0,1
https,e769cac4.sibforms.com,/serve/MUIEAN68PRRb4Op_i-OVTBouoD0cHv-veOeJPxFEwPxEMGhvGlXGrNUPHPgNZOas9zCJva33ig5obfwFkmbyWjG9Mlkom0xlwBK_Q4MYK0gk08NGs6CdhBcPPvpj-x91TlWSeEyuTLKnSbYncRxYoAnkvda8gyKyWNAJayTbeG-dKFusnjjMnTWnJ-Th9_rB5CxzpY1TeKfDrVa9,0,1,0,0,0,0,0,0,2,0,0,2,0,1
https,foma-ura-lote.firebaseapp.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,1
https,agent.eurexmkdw.top,/,0,0,0,0,0,0,0,1,2,0,0,2,0,1
https,recoverphrase377.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,urli.ws,/570516A0,0,0,0,0,0,0,0,1,2,0,0,2,0,1
https,www.firl-rusten.icu,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,recoverphrase108.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,app.webwalletsauthenticate.com,,0,0,0,0,0,0,0,1,2,0,1,2,0,1
https,recoverphrase339.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,4season.com.kh,,0,0,0,0,0,0,0,1,1,0,0,1,0,1
http,panamageneral2022.x10.mx,/,0,0,0,0,0,0,0,2,1,0,0,0,0,1
https,connect-auoneo-jp.aroeyyz.cn,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
https,sites.google.com,/view/securitee-ob/accueil,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https,fx406543docs4580246-1309906520.cos.eu-frankfurt.myqcloud.com,/fxx.htm,0,1,1,0,1,1,0,0,2,0,0,2,0,1
http,www.tecnols.com,/wp-includes/randomic/,0,2,1,0,0,2,0,1,1,0,0,0,0,1
https,plataformadigitalngsac.uno,/,0,0,0,0,0,0,0,1,1,0,1,1,0,1
http,www.duo-ange.com,/i/,0,0,1,0,1,1,0,1,1,0,0,2,0,1
https,theinvestorsclub.in,/lm/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,auto.kddl.com.oiuytj.icu,/,0,0,0,0,0,1,0,1,1,0,1,1,0,1
https,www.contabilidaderabello.com.br,/mark.php,0,0,0,0,0,1,0,1,1,0,0,0,0,1
https,linktr.ee,/netfliix_support_team,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,bancaporlnternet.extracahs.com,/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,codashopzy.duckdns.org,/,0,0,0,0,0,0,0,1,1,0,0,1,0,1
https,ikpumariana46.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,www.hiflyk87327.top,/,0,0,0,0,0,0,0,2,2,0,0,0,0,1
https,recoverphrase3.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,cutt.ly,/rA9WoUn,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https,recoverphrase155.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,gosafes.com,/wp-content/plugins/wp-super-cache/languages/api.library.php,0,1,0,0,0,2,0,1,2,0,0,2,0,1
https,h5.hiflyk66656.top,/,0,0,0,0,0,0,0,2,2,0,0,0,0,1
http,apremnsz.co.vu,/spre.html,0,0,0,0,0,2,0,0,1,0,0,1,0,1
https,all-anamoo.live,/,0,0,0,0,1,0,0,1,1,0,0,1,0,1
https,imperialecomm.com,/wordpress/l/vtx/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,www.goldpipesteel.com,/stepid,0,1,0,0,0,0,0,1,2,0,0,2,0,1
https,ro0vc.app.link,/KmoIRITMjnb,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http,128.199.185.125,/0004847855930304848555968686/39388945050302828233848488585.html,1,1,0,0,0,1,0,1,1,0,0,1,0,1
https,recoverphrase208.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,mjaymu1heta1dgg.filesusr.com,/html/c69417_3069841d505568614ed8bca153fc7adf.html,0,1,0,0,0,2,0,0,2,0,0,2,0,1
https,recoverphrase184.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,recoverphrase310.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,paozeia.blogspot.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,1
https,docsharex-authorize.firebaseapp.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,1
https,www.digisigner.com,/online/showDocument,0,1,0,0,0,0,0,0,1,0,0,0,0,1
https,recoverphrase293.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,backend.boursobmyh.top,/,0,0,0,0,0,0,0,1,2,0,0,0,0,1
https,aks34.github.io,/NETFLIX_CLONE/,0,0,0,0,0,0,0,1,1,0,0,1,0,1
https,bit.ly,/3nVR2mN,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https,recoverphrase204.firebaseapp.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,attmailupdate23.weebly.com,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
http,bit.ly,/37r8Zo3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https,dev7029.dxxsgb6hsq3ex.amplifyapp.com,/,0,1,0,0,0,2,0,0,2,0,0,2,0,1
https,at-t-support-service1.sitey.me,/,0,0,0,0,1,0,0,0,1,0,0,0,0,1
http,s.id,/BestSign-App,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,downloadsoaac.web.app,/,0,0,0,0,0,0,0,2,1,0,0,0,0,1
https,tlstsrrara.wpengine.com,/sw/log/index.php,0,0,0,0,0,2,0,0,1,0,0,0,0,1
https,appendixleash.info,/,0,0,0,0,0,0,0,1,1,0,0,2,0,1
http,thevmc-pdf.tk,/adobe/email/security/,0,0,0,0,1,0,0,1,1,0,0,1,0,1
https,www.facmly-mseocny.icu,/,0,0,0,0,1,0,0,1,1,0,0,0,0,1
http,djstreaminghost.com,/asset/,0,1,0,0,0,0,1,1,1,0,0,0,0,1
https,www.jcaoss.co.jp-service-traniid-0001-0001m.wnrgpmd.cn,,0,2,0,0,1,1,0,1,1,0,0,0,0,1
https,recoverphrase459.web.app,/,0,0,0,0,0,0,0,1,1,0,0,0,0,1
https,dwrat.andalous.org,/.well-known/,0,0,0,0,0,2,0,2,1,0,0,0,0,1
http,bocilviralsmntk.asli2022.xyz,/,0,0,0,0,0,0,0,1,1,0,1,0,0,1
